[2023-02-10T16:14:20.103+0000] {taskinstance.py:1083} INFO - Dependencies all met for <TaskInstance: database-build.convertCSVToJson scheduled__2023-02-01T00:00:00+00:00 [queued]>
[2023-02-10T16:14:20.117+0000] {taskinstance.py:1083} INFO - Dependencies all met for <TaskInstance: database-build.convertCSVToJson scheduled__2023-02-01T00:00:00+00:00 [queued]>
[2023-02-10T16:14:20.119+0000] {taskinstance.py:1279} INFO - 
--------------------------------------------------------------------------------
[2023-02-10T16:14:20.120+0000] {taskinstance.py:1280} INFO - Starting attempt 1 of 2
[2023-02-10T16:14:20.122+0000] {taskinstance.py:1281} INFO - 
--------------------------------------------------------------------------------
[2023-02-10T16:14:20.140+0000] {taskinstance.py:1300} INFO - Executing <Task(PythonOperator): convertCSVToJson> on 2023-02-01 00:00:00+00:00
[2023-02-10T16:14:20.149+0000] {standard_task_runner.py:55} INFO - Started process 465 to run task
[2023-02-10T16:14:20.155+0000] {standard_task_runner.py:82} INFO - Running: ['***', 'tasks', 'run', 'database-build', 'convertCSVToJson', 'scheduled__2023-02-01T00:00:00+00:00', '--job-id', '976', '--raw', '--subdir', 'DAGS_FOLDER/db.py', '--cfg-path', '/tmp/tmp5fnzm6p_']
[2023-02-10T16:14:20.157+0000] {standard_task_runner.py:83} INFO - Job 976: Subtask convertCSVToJson
[2023-02-10T16:14:20.243+0000] {task_command.py:388} INFO - Running <TaskInstance: database-build.convertCSVToJson scheduled__2023-02-01T00:00:00+00:00 [running]> on host 09837ae8efe0
[2023-02-10T16:14:20.336+0000] {taskinstance.py:1509} INFO - Exporting the following env vars:
AIRFLOW_CTX_DAG_OWNER=Kevin Chalmers
AIRFLOW_CTX_DAG_ID=database-build
AIRFLOW_CTX_TASK_ID=convertCSVToJson
AIRFLOW_CTX_EXECUTION_DATE=2023-02-01T00:00:00+00:00
AIRFLOW_CTX_TRY_NUMBER=1
AIRFLOW_CTX_DAG_RUN_ID=scheduled__2023-02-01T00:00:00+00:00
[2023-02-10T16:14:20.346+0000] {logging_mixin.py:137} INFO - Woot
[2023-02-10T16:14:21.276+0000] {logging_mixin.py:137} INFO - Jeffrey Jordan
[2023-02-10T16:14:21.277+0000] {logging_mixin.py:137} INFO - Jennifer Wilson
[2023-02-10T16:14:21.278+0000] {logging_mixin.py:137} INFO - Trevor Mathews
[2023-02-10T16:14:21.279+0000] {logging_mixin.py:137} INFO - Anne Hood
[2023-02-10T16:14:21.279+0000] {logging_mixin.py:137} INFO - Sarah Williams
[2023-02-10T16:14:21.281+0000] {logging_mixin.py:137} INFO - Shelby Hernandez
[2023-02-10T16:14:21.282+0000] {logging_mixin.py:137} INFO - Samantha Velez
[2023-02-10T16:14:21.283+0000] {logging_mixin.py:137} INFO - Matthew Douglas
[2023-02-10T16:14:21.284+0000] {logging_mixin.py:137} INFO - Ashlee George
[2023-02-10T16:14:21.285+0000] {logging_mixin.py:137} INFO - Troy Crane
[2023-02-10T16:14:21.286+0000] {logging_mixin.py:137} INFO - Michael Cooper
[2023-02-10T16:14:21.287+0000] {logging_mixin.py:137} INFO - Michael White
[2023-02-10T16:14:21.288+0000] {logging_mixin.py:137} INFO - Mr. Timothy Fleming
[2023-02-10T16:14:21.289+0000] {logging_mixin.py:137} INFO - Seth Bruce
[2023-02-10T16:14:21.290+0000] {logging_mixin.py:137} INFO - Jacqueline Carpenter
[2023-02-10T16:14:21.291+0000] {logging_mixin.py:137} INFO - Michael Martin
[2023-02-10T16:14:21.292+0000] {logging_mixin.py:137} INFO - Kristopher Henry
[2023-02-10T16:14:21.293+0000] {logging_mixin.py:137} INFO - Tiffany Porter
[2023-02-10T16:14:21.294+0000] {logging_mixin.py:137} INFO - Stacy Simpson
[2023-02-10T16:14:21.295+0000] {logging_mixin.py:137} INFO - Tammy Mcdowell
[2023-02-10T16:14:21.296+0000] {logging_mixin.py:137} INFO - Thomas Walters
[2023-02-10T16:14:21.297+0000] {logging_mixin.py:137} INFO - Dwayne Thompson
[2023-02-10T16:14:21.298+0000] {logging_mixin.py:137} INFO - Natalie Willis
[2023-02-10T16:14:21.299+0000] {logging_mixin.py:137} INFO - Sharon Taylor
[2023-02-10T16:14:21.300+0000] {logging_mixin.py:137} INFO - Sarah Wiggins
[2023-02-10T16:14:21.301+0000] {logging_mixin.py:137} INFO - Amber Thomas
[2023-02-10T16:14:21.302+0000] {logging_mixin.py:137} INFO - Patrick Miller
[2023-02-10T16:14:21.303+0000] {logging_mixin.py:137} INFO - Stephanie Hartman
[2023-02-10T16:14:21.304+0000] {logging_mixin.py:137} INFO - Stacey Mora
[2023-02-10T16:14:21.305+0000] {logging_mixin.py:137} INFO - Katherine Rodriguez
[2023-02-10T16:14:21.306+0000] {logging_mixin.py:137} INFO - Daniel Morgan
[2023-02-10T16:14:21.307+0000] {logging_mixin.py:137} INFO - Rebecca Martinez
[2023-02-10T16:14:21.308+0000] {logging_mixin.py:137} INFO - Nicole Juarez
[2023-02-10T16:14:21.310+0000] {logging_mixin.py:137} INFO - Mark Arroyo
[2023-02-10T16:14:21.311+0000] {logging_mixin.py:137} INFO - April Lucero
[2023-02-10T16:14:21.312+0000] {logging_mixin.py:137} INFO - Samantha Garcia
[2023-02-10T16:14:21.313+0000] {logging_mixin.py:137} INFO - Jon Moore
[2023-02-10T16:14:21.314+0000] {logging_mixin.py:137} INFO - Joshua Flores MD
[2023-02-10T16:14:21.315+0000] {logging_mixin.py:137} INFO - Raymond Jones
[2023-02-10T16:14:21.316+0000] {logging_mixin.py:137} INFO - Billy Hughes
[2023-02-10T16:14:21.317+0000] {logging_mixin.py:137} INFO - Peggy Valdez PhD
[2023-02-10T16:14:21.318+0000] {logging_mixin.py:137} INFO - Joshua Reyes
[2023-02-10T16:14:21.319+0000] {logging_mixin.py:137} INFO - Aaron Green
[2023-02-10T16:14:21.320+0000] {logging_mixin.py:137} INFO - Wendy Espinoza
[2023-02-10T16:14:21.321+0000] {logging_mixin.py:137} INFO - Peter Vasquez
[2023-02-10T16:14:21.322+0000] {logging_mixin.py:137} INFO - Diane Harper
[2023-02-10T16:14:21.323+0000] {logging_mixin.py:137} INFO - Ms. Rebecca Cantu
[2023-02-10T16:14:21.324+0000] {logging_mixin.py:137} INFO - Yolanda Morrow
[2023-02-10T16:14:21.325+0000] {logging_mixin.py:137} INFO - Penny Beard
[2023-02-10T16:14:21.326+0000] {logging_mixin.py:137} INFO - Lisa Long
[2023-02-10T16:14:21.327+0000] {logging_mixin.py:137} INFO - Jerry Harris
[2023-02-10T16:14:21.328+0000] {logging_mixin.py:137} INFO - Bob Willis
[2023-02-10T16:14:21.329+0000] {logging_mixin.py:137} INFO - Duane Chapman
[2023-02-10T16:14:21.330+0000] {logging_mixin.py:137} INFO - William Morgan
[2023-02-10T16:14:21.331+0000] {logging_mixin.py:137} INFO - Amy Gutierrez
[2023-02-10T16:14:21.332+0000] {logging_mixin.py:137} INFO - Amber Nichols
[2023-02-10T16:14:21.333+0000] {logging_mixin.py:137} INFO - Matthew Carr
[2023-02-10T16:14:21.334+0000] {logging_mixin.py:137} INFO - Thomas Duncan
[2023-02-10T16:14:21.334+0000] {logging_mixin.py:137} INFO - Elizabeth Wright
[2023-02-10T16:14:21.335+0000] {logging_mixin.py:137} INFO - Jacqueline Brewer
[2023-02-10T16:14:21.336+0000] {logging_mixin.py:137} INFO - Stephanie Johnson
[2023-02-10T16:14:21.337+0000] {logging_mixin.py:137} INFO - Samantha Calderon
[2023-02-10T16:14:21.338+0000] {logging_mixin.py:137} INFO - Kathryn Gaines
[2023-02-10T16:14:21.339+0000] {logging_mixin.py:137} INFO - Angel Jones
[2023-02-10T16:14:21.340+0000] {logging_mixin.py:137} INFO - Laura Wall
[2023-02-10T16:14:21.341+0000] {logging_mixin.py:137} INFO - Mr. Anthony Hamilton
[2023-02-10T16:14:21.342+0000] {logging_mixin.py:137} INFO - David Smith
[2023-02-10T16:14:21.343+0000] {logging_mixin.py:137} INFO - Kimberly Herrera DDS
[2023-02-10T16:14:21.344+0000] {logging_mixin.py:137} INFO - Gina Wilson
[2023-02-10T16:14:21.344+0000] {logging_mixin.py:137} INFO - Timothy Byrd
[2023-02-10T16:14:21.345+0000] {logging_mixin.py:137} INFO - Michael Mckenzie
[2023-02-10T16:14:21.346+0000] {logging_mixin.py:137} INFO - Jeffrey Mcintyre
[2023-02-10T16:14:21.347+0000] {logging_mixin.py:137} INFO - Teresa Jackson
[2023-02-10T16:14:21.348+0000] {logging_mixin.py:137} INFO - Joseph Wilcox
[2023-02-10T16:14:21.349+0000] {logging_mixin.py:137} INFO - Patrick Mcknight
[2023-02-10T16:14:21.350+0000] {logging_mixin.py:137} INFO - Ronald Moreno
[2023-02-10T16:14:21.351+0000] {logging_mixin.py:137} INFO - Jamie Sullivan
[2023-02-10T16:14:21.352+0000] {logging_mixin.py:137} INFO - Jason Anderson
[2023-02-10T16:14:21.353+0000] {logging_mixin.py:137} INFO - Steven Stewart
[2023-02-10T16:14:21.354+0000] {logging_mixin.py:137} INFO - Melinda Paul
[2023-02-10T16:14:21.355+0000] {logging_mixin.py:137} INFO - Cynthia Simmons
[2023-02-10T16:14:21.356+0000] {logging_mixin.py:137} INFO - Christian Smith
[2023-02-10T16:14:21.358+0000] {logging_mixin.py:137} INFO - William Jimenez
[2023-02-10T16:14:21.359+0000] {logging_mixin.py:137} INFO - Hayley French
[2023-02-10T16:14:21.359+0000] {logging_mixin.py:137} INFO - Brandon Hess
[2023-02-10T16:14:21.360+0000] {logging_mixin.py:137} INFO - Laura Perry
[2023-02-10T16:14:21.361+0000] {logging_mixin.py:137} INFO - Scott Jones
[2023-02-10T16:14:21.362+0000] {logging_mixin.py:137} INFO - Christine Hernandez
[2023-02-10T16:14:21.363+0000] {logging_mixin.py:137} INFO - Douglas Eaton
[2023-02-10T16:14:21.364+0000] {logging_mixin.py:137} INFO - William Soto
[2023-02-10T16:14:21.365+0000] {logging_mixin.py:137} INFO - Mary Jones
[2023-02-10T16:14:21.366+0000] {logging_mixin.py:137} INFO - Stephanie Holmes
[2023-02-10T16:14:21.367+0000] {logging_mixin.py:137} INFO - Keith Meyers
[2023-02-10T16:14:21.368+0000] {logging_mixin.py:137} INFO - Paul Fisher
[2023-02-10T16:14:21.369+0000] {logging_mixin.py:137} INFO - Emily Alexander
[2023-02-10T16:14:21.369+0000] {logging_mixin.py:137} INFO - Anthony Schwartz
[2023-02-10T16:14:21.370+0000] {logging_mixin.py:137} INFO - Evelyn Jacobs
[2023-02-10T16:14:21.371+0000] {logging_mixin.py:137} INFO - Connie Jones
[2023-02-10T16:14:21.372+0000] {logging_mixin.py:137} INFO - Carla Gibbs
[2023-02-10T16:14:21.373+0000] {logging_mixin.py:137} INFO - Ashley Santiago
[2023-02-10T16:14:21.374+0000] {logging_mixin.py:137} INFO - Micheal Mckee
[2023-02-10T16:14:21.375+0000] {logging_mixin.py:137} INFO - Diane Williams
[2023-02-10T16:14:21.376+0000] {logging_mixin.py:137} INFO - Jesse Velasquez
[2023-02-10T16:14:21.377+0000] {logging_mixin.py:137} INFO - Jennifer Rodriguez
[2023-02-10T16:14:21.378+0000] {logging_mixin.py:137} INFO - Joe Griffin
[2023-02-10T16:14:21.379+0000] {logging_mixin.py:137} INFO - Gary Cherry
[2023-02-10T16:14:21.380+0000] {logging_mixin.py:137} INFO - Alyssa Edwards
[2023-02-10T16:14:21.381+0000] {logging_mixin.py:137} INFO - Caroline Hernandez MD
[2023-02-10T16:14:21.382+0000] {logging_mixin.py:137} INFO - Jessica Morton
[2023-02-10T16:14:21.383+0000] {logging_mixin.py:137} INFO - Holly Jones
[2023-02-10T16:14:21.385+0000] {logging_mixin.py:137} INFO - David Shelton
[2023-02-10T16:14:21.385+0000] {logging_mixin.py:137} INFO - Kristina Parks
[2023-02-10T16:14:21.386+0000] {logging_mixin.py:137} INFO - Laurie Hernandez
[2023-02-10T16:14:21.387+0000] {logging_mixin.py:137} INFO - Melissa James
[2023-02-10T16:14:21.389+0000] {logging_mixin.py:137} INFO - Jeremiah Adams
[2023-02-10T16:14:21.390+0000] {logging_mixin.py:137} INFO - Arthur Robinson
[2023-02-10T16:14:21.391+0000] {logging_mixin.py:137} INFO - Anna Shepard
[2023-02-10T16:14:21.391+0000] {logging_mixin.py:137} INFO - Brandon Myers
[2023-02-10T16:14:21.392+0000] {logging_mixin.py:137} INFO - Paul Cardenas
[2023-02-10T16:14:21.393+0000] {logging_mixin.py:137} INFO - Megan Santana
[2023-02-10T16:14:21.394+0000] {logging_mixin.py:137} INFO - Joseph Marshall
[2023-02-10T16:14:21.395+0000] {logging_mixin.py:137} INFO - Mrs. Brenda Harris
[2023-02-10T16:14:21.396+0000] {logging_mixin.py:137} INFO - Nicole Garcia
[2023-02-10T16:14:21.397+0000] {logging_mixin.py:137} INFO - Anna Estrada
[2023-02-10T16:14:21.398+0000] {logging_mixin.py:137} INFO - Carl Moore
[2023-02-10T16:14:21.400+0000] {logging_mixin.py:137} INFO - Rodney Hernandez
[2023-02-10T16:14:21.400+0000] {logging_mixin.py:137} INFO - Madison Christian
[2023-02-10T16:14:21.401+0000] {logging_mixin.py:137} INFO - Heather Rhodes
[2023-02-10T16:14:21.417+0000] {python.py:177} INFO - Done. Returned value was: None
[2023-02-10T16:14:21.431+0000] {taskinstance.py:1323} INFO - Marking task as SUCCESS. dag_id=database-build, task_id=convertCSVToJson, execution_date=20230201T000000, start_date=20230210T161420, end_date=20230210T161421
[2023-02-10T16:14:21.493+0000] {local_task_job.py:208} INFO - Task exited with return code 0
[2023-02-10T16:14:21.519+0000] {taskinstance.py:2578} INFO - 0 downstream tasks scheduled from follow-on schedule check
